description;genre;rating
После того, как агент ЦРУ Итан Хант поймал Соломона Лейна, его последователи, называющие себя «Апостолы» пытаются совершить ядерную катастрофу, заполучив украденный плутоний. Упустив их в Берлине, Итан должен решить, что важнее: жизнь его друзей или жизнь миллиардов?;боевик,триллер,приключения;7.3
Военный Рэй Гаррисон возвращается из очередной горячей точки к любимой красавице-жене. Супруги проводят отпуск в Европе, но счастье длится недолго — террористы, не сумев вытянуть из Рэя нужную им информацию, убивают жену, а затем и его самого. Но вскоре корпорация RST возвращает его к жизни. Армия нанороботов в крови превратила Рэя в бессмертного Бладшота, и теперь солдат наделен сверхсилой и способностью мгновенно самоисцеляться, вот только память оставляет желать лучшего. Но вскоре воспоминания о последних мгновениях жизни возвращаются, и Бладшот отправляется мстить за смерть жены.;фантастика,боевик;5.8
Журналистка Энди Андерсон решает написать статью на тему: «Типичные ошибки, которыми женщины отталкивают от себя мужчин». Она планирует найти парня, завязать знакомство, а потом своим поведением добиться, чтобы тот её бросил. Редактор даёт ей на это 10 дней. На беду Энди ее выбор пал на молодого рекламного агента Бенджамина Бэрри, который сам как раз заключил со своим боссом пари, что он сможет влюбить в себя девушку за 10 дней. Может ли такое странное знакомство, основанное на авантюре и замешанное на лжи, привести к взаимности?;мелодрама,комедия;7.3
История о девочке, живущей в ином измерении, по имени Стар Баттерфляй, которая получила в 14 лет волшебную палочку. Но после того, как Стар чуть ли не превратила свой родной город в прах, родители отправили её в другое измерение, которое называется Земля, чтобы жить с семьёй Диаз, которая состоит из добродушных родителей и подростка по имени Марко. Все одноклассники и друзья считают его тихоней, который остерегается даже обыкновенного падения. Марко считает это неправдой, и из-за такой репутации подросток жаждет приключений и опасностей.;мультфильм,фантастика,фэнтези,боевик,триллер,драма,комедия,приключения,семейный;8.5
Стефани, мама-блогер из маленького городка, оказывает подруге простую услугу, после чего та бесследно исчезает… Вместе с Шоном, мужем пропавшей, Стефани должна докопаться до истины. Отныне их жизни полны тайн и предательств, любви и верности, убийств и мести.;триллер,комедия,криминал,детектив;6.9
Молодой ученый испытывает на обезьянах новое лекарство от болезни Альцгеймера. У препарата обнаруживается удивительный побочный эффект: он повышает в несколько раз интеллект приматов.;фантастика,боевик,триллер,драма;7.4
Действие разворачивается в будущем, в республике Гилеад, где у власти стоят военные. В стране жестокие порядки и нравы, уважением в обществе пользуются только офицеры и их жёны. Помимо тоталитарного устройства общества, в мире будущего есть серьёзная проблема — бесплодие. Лишь каждая сотая женщина способна к воспроизведению потомства. Чтобы продолжить офицерский род, семьи берут в дом служанку - суррогатную мать из числа простых женщин, способных к деторождению. Исполнив  долг, служанка должна расстаться со своим ребёнком и перейти на службу к новым хозяевам.;фантастика,триллер,драма;7.9
Ковбой Вуди и другие игрушки мальчика по имени Энди продолжают жить, радуясь каждому дню. Но неожиданно все меняется, когда Вуди похищает коварный коллекционер. Оказывается, что Вуди - очень ценная игрушка из коллекции, за которую японский музей игрушек готов заплатить огромную сумму. В доме коллекционера он находит своих родственников. В это время игрушки во главе с Баззом Лайтером отправляются спасать Вуди.;мультфильм,фэнтези,комедия,приключения,семейный;7.8
Группа исследователей с международного космического корабля обнаруживает жизнь на Марсе. Они еще не подозревают, какие события повлечет за собой их открытие.;ужасы,фантастика,триллер;6.5
2257 год. Родина Тодда Хьюитта — колонизированная планета Новый Мир, где мысли мужчин имеют визуально-звуковое воплощение и называются шумом. Парень живёт в небольшой деревне, населённой исключительно мужчинами, и ещё не научился скрывать свои мысли от окружающих. Однажды над планетой терпит крушение корабль-разведчик из второй волны колонистов, в результате чего Тодд впервые в сознательной жизни видит девушку. Местный мэр решает использовать её в своих коварных планах, но девушка сбегает, и теперь без помощи Тодда ей не обойтись.;фантастика,фэнтези,боевик,приключения;6.5
Сериал о трудовых буднях небольшого регионального офиса крупной компании, обитатели которого целыми днями должны терпеть закидоны своего непутевого босса.;комедия;8.5
Кибертехнологии подчинили себе все сферы жизни, а самые опасные преступники переместились в виртуальное пространство. Киборг-гибрид, стоящий во главе элитного подразделения полиции, идет по следу могущественного хакера.;фантастика,боевик,триллер,драма,криминал,детектив;6.4
Лабиринт пройден, но Томасу, Терезе, Минхо и прочим глэйдерам не приходится расслабляться. Таинственное руководство ПОРОКА - секретной организации, устроившей гонки на выживание - назначает ребятам новые, смертельно опасные испытания. На сей раз их ждет переход по раскаленной пустыне и встреча с жертвами неизлечимой болезни, которые отличаются буйным нравом и непредсказуемым поведением.;фантастика,боевик,триллер,приключения;6.2
Фильм завершает невероятную историю семьи Скайуокеров, длящуюся уже более сорока лет, и обещает дать ответы на все загадки из предыдущих серий. Зрителя ожидают старые и новые герои, уникальные миры, увлекательные путешествия на край Галактики и грандиозный финал фантастической саги.;фантастика,фэнтези,боевик,приключения;6.0
Семь лет назад доктор Дулиттл, прославленный врач-ветеринар, живущий в викторианской Англии, потерял свою жену. Теперь он ведет затворнический образ жизни, скрывшись за высокими стенами своего поместья. Экзотические животные из его коллекции – его единственная компания.;фэнтези,комедия,приключения,семейный;6.4
Прошло десять лет... Наш отважный герой, искатель приключений Рик О'Конелл, теперь богат, счастливо женат на прекрасной Эвелин  и воспитывает своего восьмилетнего сына Алекса.;фэнтези,боевик,триллер,приключения;7.4
Фильм расскажет о похождениях юного космического сорвиголовы Хана Соло и его верного напарника Чубакки и о том, как они стали самыми быстрыми пилотами и самыми хитрыми контрабандистами далёкой Галактики.;фантастика,боевик,приключения;6.9
"Очередное вторжение инопланетян на Землю... Вы скажете: «Что может быть банальнее?!». Да, если бы на этот раз они не предстали в виде героев вселенски популярных компьютерных игр. Сражаться с пришельцами призвана команда бывших геймеров, в числе которых: Президент Соединенных Штатов Америки; карлик-зэк, большой ценитель прекрасного пола; зануда-параноик, свято верящий в теорию вселенского заговора; профессиональный неудачник и циник, в детстве подававший большие надежды. А помогает новоиспеченным героям очаровательная ученая фея.";мультфильм,фантастика,фэнтези,боевик,комедия;5.9
Библейские сюжеты давно и прочно вошли в нашу жизнь: вряд ли есть человек, не знающий о запретном плоде или о первородном грехе. Одной из наиболее известных историй, имеющих аналоги практически в любой религии и в мифологии разных народов, является история о Великом потопе – бедствии, которым Бог наказал человечество за его многочисленные грехи и покарал всех, кто не хотел жить по заветам Создателя. ;драма,приключения,фэнтези;6.6
Трогательная и захватывающая история сближения двух абсолютно разных собак - породистой комнатной неженки и обычной дворняги. Изящная и пушистая как игрушка, коккер-спаниельша Леди была любимицей хозяев, пока в их семье не появился младенец. Надетый намордник стал последней каплей, подтолкнувшей обиженную героиню к бегству. Но на улице ее поджидала целая куча опасностей, о существовании которых она даже не подозревала. И тогда на помощь миниатюрной черноглазой красотке пришел пес Бродяга, благородство которого было не в породе, а в душе.;мультфильм,мюзикл,мелодрама,комедия,приключения,семейный;8.2
Элизабет Слоун – самый востребованный и рисковый лоббист и самая сексуальная акула политического бизнеса США. Ловко ведя психологические игры и используя искусство манипуляции, она сражает оппонентов своей непредсказуемостью и никогда не проигрывает. Но когда она берется за самое сложное в своей карьере дело, она понимает, что цена победы может быть слишком высокой.;драма,криминал;7.8
История о Чарли, ученике старшей школы в Питтсбурге, стеснительном и непопулярном. На наших глазах Чарли взрослеет, меняется круг его общения, меняется его мнение о мире.;драма,мелодрама;7.5
Супершпион Лэнс Стерлинг и молодой ученый Уолтер Беккет - полные противоположности. Жизнерадостный Лэнс с удовольствием каждый день спасает города и страны. Хмурый Уолтер хочет отгородиться от всех в мире собственных изобретений и гаджетов. Но когда события принимают неожиданный оборот, этот маловероятный дуэт вынужден объединиться и проявить все свои способности в совершенно новом ключе. Странной паре потребуются невероятные чудеса маскировки ради спасения всего мира.;мультфильм,фантастика,фэнтези,боевик,триллер,комедия,приключения,семейный;7.4
Весь мир замер в ожидании свершения древнейшей церемонии - выбора главы католической церкви Папы Римского, но в судьбоносное решение вмешивается некая могущественная сила - заклятый враг католической церкви - таинственный орден Иллюминатов! Кандидаты на священный пост подвергаются свирепой ритуальной расправе один за другим. Перед лицом смертельной угрозы Ватикан вынужден обратиться за помощью к профессору - эксперту по религиозной символике Роберту Лэнгдону, который находит доказательства возрождения могущественного тайного братства, жестоко истребляемого в Средние века.;боевик,триллер,детектив;7.5
Фердинанд – самый добродушный бык во всей Испании. Несмотря на внушительные размеры и недюжинную силу, он с детства предпочитал сидеть на лужайке и любоваться цветами вместо того, чтобы бодаться с другими быками. По нелепой случайности Фердинанд был выбран среди других соплеменников для участия в бое быков в Мадриде.;мультфильм,семейный,комедия;7.6
Таинственный странник, преданный всеми, проданный в рабство, избранный судьбой вершить месть, станет одним из 47 воинов, бросивших вызов смерти. Явившись из другого мира, он восстанет против темных сил, чтобы защитить свою запретную любовь.;фэнтези,боевик,драма;6.8
Владельцу транспортной компании угрожают, намекая на двух племянников — близнецов, оставшихся без родителей и живущих у него. И тогда он нанимает двух бесшабашных братьев-качков в качестве телохранителей. Малолетние племяннички дают прикурить нянькам, изобретая все новые и новые каверзы. Но Питера и Дэвида голыми руками не возьмешь: в конце концов, они находят общий язык с маленькими разбойниками. Два великовозрастных шалопая находят свое зеркальное отражение в двух юных проказниках.;комедия,криминал,семейный;7.2
Проведя детство в Африке с родителями-зоологами, Кэйди Хэрон думала, что знает всё про правило «выживает сильнейший». Но закон джунглей полностью пересматривается, когда домашняя 15-летняя девушка в первый раз попадает в обычную школу и влюбляется в бывшего парня самой подлой девчонки в школе.;комедия;7.0
Молния МакКуин и его друг Мэтр отправляются в международное путешествие — когда МакКуин получает шанс участвовать в соревнованиях для самых быстрых машин в мире, Мировом Гран-При. Этапы этих престижных гонок заведут друзей в Токио, на набережные Парижа, на побережье Италии, и на улицы туманного Лондона.;мультфильм,комедия,приключения,семейный,спорт;6.8
После гибели Криса Нилсена в автокатастрофе он, обретя бессмертие, пытается остаться рядом со своей прекрасной, но смертной женой Энни. С помощью дружественного духа, приставленного к нему в качестве проводника, он начинает привыкать к своему новому существованию в окружении, которое иначе как райским не назовешь. Но когда его обезумевшая от горя жена кончает жизнь самоубийством, ее проклинают и навечно изгоняют в ад. Крис изо всех сил пытается отыскать любимую, чтобы всегда быть с ней, но еще никому и никогда не удавалось спасти грешную душу от ужасного, но заслуженного возмездия. Благодаря помощи своих небесных друзей Крис отправляется в самое опасное и мучительное путешествие в своей жизни, точнее, в жизни после смерти.;фэнтези,драма,мелодрама;7.9
Донни Дарко — обычный старшеклассник, живет с родителями и двумя сестрами. Однажды он встречает человека в костюме кролика, который сообщает парню, что через 28 дней, 6 часов, 42 минуты и 12 секунд наступит конец света.;фантастика,триллер,драма,детектив;7.6
Лос-Анджелес. На первый взгляд это самый обычный город, живущий своей жизнью. А вот если копнуть глубже, туда, где обитают преступные группировки и криминальные общины, понимаешь, как сложна работа тамошних полицейских. О таких бравых ребятах, служащих закону и заботящихся о порядке на улицах города, и пойдет речь. Перед нами двое неразлучных товарищей-копов. Эти ребята дорожат своей дружбой и готовы подставить друг другу плечо помощи в любую минуту. Нечасто случается, чтобы напарники были лучшими друзьями. Героям сопутствует успех в делах, они настоящие профессионалы в своем нелегком деле. И надо же было такому случиться, что во время патрулирования одного из самых преступных районов Лос-Анджелеса они попадают в водоворот страшных криминальных событий...;драма,криминал,боевик,триллер;7.7
Оптимус Прайм исчез. Люди ведут войну с Трансформерами. Ключ к нашему будущему погребен в тайнах прошлого, в скрытой истории Трансформеров на Земле… Миссия по спасению мира ложится на плечи разношерстной компании, состоящей из Кейда Йегера, Бамблби, английского лорда и профессора из Оксфорда. Пришла пора действовать! Жертвы станут героями. Герои станут злодеями. Выстоит только один мир: их или наш.;фантастика,боевик,приключения;5.6
Агент ФБР Уилл Грэм получает тяжелые ранения при исполнении и покидает службу. Но через несколько лет его втягивают в новое расследование – в городе появился серийный убийца, которого пресса окрестила как Зубная фея. Чтобы поймать маньяка, Грэму приходится обратиться за помощью к Ганнибалу Лектеру.;триллер,драма,детектив;7.8
Американской фигуристке Тоне Хардинг пришлось нелегко: сначала тяжелое детство с грозной матерью, потом тяжелая юность, ранний брак с проходимцем и неудачи на соревнованиях из-за заниженных судьями оценок. А потом случился скандал: во время важнейших соревнований план запугать конкурентку выходит Тоне боком.;биография,спорт,комедия,драма;7.3
Специальный агент отряда «Миссия невыполнима» Итан Хант и его коллеги несправедливо обвинены в причастности к взрыву Кремля. Президент инициирует «Протокол Фантом», в результате которого спецподразделение ликвидировано, и Итан остается без какой-либо поддержки. Он намерен очистить свое доброе имя и предотвратить новую атаку, но делать это ему придется вместе с командой коллег, истинных мотивов которых он до конца не знает.;боевик,триллер,приключения;7.3
Накануне важной деловой поездки молодой преуспевающий финансист Мэтью замечает в ресторане свою бывшую возлюбленную Лизу, которая таинственным образом исчезла два года назад и страстью к которой он все еще одержим. Забыв обо всем, Мэтью ступает на путь обмана и подозрений, чтобы выследить ее.;триллер,драма,мелодрама,детектив;7.8
Офицерам Шмидту и Дженко теперь предстоит работать под прикрытием в местном колледже. Однако когда Дженко встречает родственную душу в футбольной команде, а Шмидт проникает в богемную среду, они начинают сомневаться в их товариществе...;комедия,боевик,криминал;6.7
У Сьюзен роскошная жизнь в Лос-Анджелесе, прекрасный муж и собственная галерея. Но однажды она получает неожиданную посылку от бывшего супруга — он хотел бы встретиться, но сначала просит прочитать его новый роман. Сьюзен не подозревает, что как только она откроет рукопись, она вернется в прошлое, которое считала надежно укрытым под покровом ночи.;триллер,драма;7.3
Фильм основан на реальных событиях. Однажды тренеру по фитнесу надоело ходить в трениках. Он решил круто изменить свою судьбу и разбогатеть. Нашел двух других незадачливых качков и предложил им план похищения своего клиента-миллионера. Но если в организме мышц больше, чем мозгов, то даже самый лучший план, подсмотренный в экшен-боевике, может не сработать…;криминал,комедия,триллер,боевик;6.4
Героическая история диктатора, который рискует своей жизнью, чтобы ни в коем случае не допустить демократию в свою столь любовно угнетаемую страну.;комедия;6.5
Численность генетически модифицированных обезьян, возглавляемых Цезарем, продолжает увеличиваться, но обезьянам угрожают люди, которым удалось выжить во время ужасной эпидемии десятилетней давности. Поначалу между соперниками устанавливается хрупкий мир, но он оказывается недолговечным. Обезьяны и люди находятся на грани войны, в ходе которой выяснится, кто из них в будущем станет безраздельно править планетой.;фантастика,боевик,драма;7.0
Невероятная, но реальная история пути к званию чемпиона мира боксера Микки Уорда по кличке «Ирландец». Восхождение Уорда было похоже на восхождение легендарного Рокки. Парень из народа, между боями он трудился на дорожных работах. ;драма,биография,спорт;7.8
Чтобы спасти своего отца от верной гибели, байкер-экстремал Джонни Блэйз заключает сделку с дьяволом, объектом которой является его бессмертная душа. Проходят годы, и дьявол предъявляет свои права по контракту. Он превращает Джонни в Призрачного Гонщика, агента потусторонних сил, обладающего сверхчеловеческими способностями.;фэнтези,боевик,триллер;6.3
Экспонаты Музея Естественной истории живут обычной жизнью. По коридорам бегает скелет динозавра, герои гражданской войны сражаются друг с другом, древние люди добывают огонь, миниатюрные ковбои выясняют отношения с древними Римлянами, Теодор Рузвельт философствует о смысле жизни и ухаживает за индианкой. Никто из этой разношерстной компании даже не представляет, что скоро им предстоит познакомиться с новыми экспонатами. Среди них окажется и та, что разобьет сердце охраннику Ларри.;фэнтези,комедия,приключения,семейный;6.6
Фильм основан на реальных событиях из жизни легендарного водолаза Карла Брашира. Его наставник и старший офицер Билл Сандэй убежден, что неграм нечего делать во флоте, и самыми жестокими и бесчеловечными способами издевается и «обламывает» амбициозного новичка.;драма,биография;8.1
Колледж Хэррингтон давно утратил свою первозданность. Его обшарпанные коридоры ежедневно заполняет будущее Америки - одиночки и лидеры, пижоны и наркоманы, умники и кретины. Подобно подросткам везде и всюду, они ведут постоянную борьбу друг с другом.;ужасы,фантастика,триллер,комедия,детектив;7.3
Доктор Темперанс Бреннан - блестящий, но одинокий антрополог, получает то, чего она меньше всего желала – напарника. Бюро посылает ей амбициозного агента ФБР Сили Бута, чтобы помочь в расследовании нераскрытых дел, путем изучения и идентификации костей давно пропавших людей.;драма,мелодрама,комедия,криминал,детектив;8.0
Она владеет всеми видами рукопашного боя, стреляет из любых видов оружия и способна выжить в самых экстремальных условиях. Эта девушка - дочь лорда, леди Лара Крофт. Однажды под лестницей она обнаруживает вход в секретную комнату, где находятся старинные часы с удивительным устройством внутри.;фэнтези,боевик,триллер,приключения;6.8
Гэри Гудспид в результате спровоцированной им катастрофы на Земле отбывает 5-летний срок на космическом корабле. Незадолго до истечения срока Гэри сталкивается с таинственным инопланетянином, которого называет Пряник. Гэри даже не догадывается, что Пряник способен уничтожить Вселенную.;мультфильм,фантастика,фэнтези,боевик,драма,комедия,приключения;8.4
Мать-одиночка с двумя детьми-подростками Тревором и Фиби селится на старой ферме в Оклахоме, полученной в наследство от отца, который бросил её ещё ребёнком. Женщина рассчитывала хоть на какие-то деньги, но получила от папаши лишь долги. Однако любознательная Фиби обнаруживает в доме странные устройства, созданные дедом, и его лабораторию, а Тревор находит автомобиль Ecto-1, принадлежавший популярным в 1980-х охотникам за привидениями.;фантастика,комедия,боевик,фэнтези;7.0
Первая волна оставила за собой мглу. От второй успели убежать только самые везучие. Но едва ли можно назвать везучими тех, кто уцелел после третьей. А четвертая волна стерла все человеческие законы, взамен же установила свой, один-единственный: хочешь жить — не верь никому. И вот уже накатывает пятая волна…;фантастика,боевик,триллер,приключения;5.1
На удаленном острове семь будущих агентов ФБР проходят решающий тест, чтобы попасть в элитный отдел «охотников за разумом» - людей, по мельчайшим уликам и любым сведениям составляющих психологические профили опаснейших преступников.;ужасы,триллер,криминал;7.5
XXVI век, идеальный мир будущего. Здесь всё принадлежат всем, потребление возведено в культ, люди рождаются в инкубаторах и умирают без болезней и старости — а главное, каждый чувствует себя на вершине блаженства благодаря специальной таблетке. Синтетическую гармонию нарушает необычный человек извне, и перед жителями дивного нового мира встает опасный вопрос — верный ли путь к счастью они выбрали.;фантастика,триллер,драма;7.3
Уличная танцовщица Энди поступает в Мэрилендскую школу искусств. Занимаясь там, она стремится доказать, что ни в чем не уступает другим студентам. Познакомившись с лучшим учеником школы Чейзом, Энди создает коллектив, который должен выступать в подпольном танцевальном состязании «Улицы». В итоге Энди удается реализовать свои мечты и справиться с одолевающими ее проблемами...;драма,мелодрама,музыка;7.3
В темных переулках Города Грехов Дуайт планирует жестоко отомстить женщине по имени Ава Лорд, которая его предала, в то время как Нэнси пытается смириться со смертью детектива Хартигана.;боевик,триллер,криминал;6.9
Париж. Дочь миллионера, втайне промышляющего подделкой произведений искусства, объединяется с мошенником, чтобы выкрасть из музея один из «шедевров» отца и тем самым спасти его от разоблачения.;комедия,криминал,мелодрама;8.2
После смерти матери Анна попадает в клинику. После лечения она возвращается домой и узнаёт, что отец встречается с Рейчел, медсестрой, которая когда-то ухаживала за её умирающей матерью. Смятение Анны сменяется ужасом, когда её посещает призрак матери и сообщает о злобных намерениях медсестры. Вместе со своей сестрой она начинает расследовать странные обстоятельства гибели матери.;ужасы,фэнтези,триллер,драма,детектив;7.0
Действие разворачивается спустя 5 лет с момента событий фильма «Паранормальное явление 2». Алекс и её бойфренд борются с паранормальной активностью в их доме.;ужасы,детектив;4.9
После окончания спортивной карьеры хоккеист Эрик Лемарк уже не может жить без адреналина. Теперь драйв он находит в наркотиках и сноуборде. Когда лыжный патруль в горах Маммос (Калифорния) закрывает все трассы из-за надвигающейся бури, Лемарк решает сделать последний спуск и оказывается в смертельной снежной западне.;триллер,драма,биография,спорт;6.4
Верховный Судья Роберт Уэйкфилд получает задание возглавить войну против торговцев наркотиками. Наркобароны и коррумпированные полицейские, частные детективы и безобидные домохозяйки выстраиваются в запутанную схему. В процессе судья обнаруживает, что его собственная семнадцатилетняя дочь сидит на героине. Но машина правосудия уже запущена.;триллер,драма,криминал;7.2
Восемнадцатилетняя Дженни приходит в полный восторг, узнав, что ее любимая рок-звезда – Джейсон Мастерс, приехал отдыхать на тропический курорт, где она работает.;мелодрама,комедия,приключения;6.1
Во время гражданской войны закрытый южный пансион для девушек был надежно спрятан от внешнего мира до того дня, пока искавший помощи и укрытия раненый молодой северянин не ступил на его порог. С этого мгновения обитательницы пансиона оказываются в плену рокового искушения.;триллер,драма,военный;6.1
Короткая лента-мюзикл, повествующая о двух уличных музыкантах, которые состязаются в своем ремесле за единственную монетку бедной крестьянской девочки.;мультфильм,короткометражка,комедия,семейный,музыка;7.8
"Передвижения во времени породили новый тип преступлений. Можно изменять события прошлого, контролировать финансовые рынки и даже уничтожать целые народы. Правительство США создает специальное полицейское подразделение - патруль времени. ";фантастика,боевик,триллер,криминал;6.6
Марта застала своего парня за изменой и немного вышла из колеи. И тут она встречает, казалось бы, идеального мужчину. Но её идеал оказывается бывшим киллером, и его прошлое однажды вновь заявляет о себе, причем не самым приятным образом. И едва зародившиеся отношения начинают подвергаться серьёзным испытаниям.;боевик,мелодрама,комедия;6.1
Барбара Торсон - особенная, ее уникальный талант - это возможность видеть мир великанов. И этот мир угрожает людям. Барбаре никто не верит, но она единственная, кто может спасти человечество от исчезновения. Она объявляет великанам войну и готовится к главному сражению в своей жизни.;фэнтези,триллер,драма;6.1
Фильм рассказывает о молодой паре и о любви, которая охватывает десятилетия и континенты — от нью-йоркских улиц до испанской деревушки — и всё это оказывается связанным единым событием.;драма,мелодрама;7.6
Смерть жены стала для Берка Райана не только личной трагедией, но и, как бы кощунственно это ни звучало, удачным бизнесом. Вдовец написал книгу о том, как нужно справляться с потерей близких, и эта книга становится популярной, а вместе с ней и Берк. Не за горами выпуск ДВД и телевидение. Но Берк не негодяй, он искренне хочет помочь людям, и люди ему верят. Теперь Берк путешествует по стране и встречается с читателями, проводит тренинги и презентации. Жизнь вроде бы складывается, рана на сердце залечилась, но одиночество не дает покоя. И вот однажды Берк встречает Элоизу, красивую и независимую женщину. Берк влюбляется. Но если ты влюбился - это не значит, что уже в твоей душе все прекрасно.;драма,мелодрама;6.1
Могущественная корпорация ОСР одержима идеей строительства утопического Дельта-Сити на месте Детройта. С этой целью людей массово лишают домов, в городе царит преступность и коррупция. Организовано повстанческое движение, против которого выступает Робокоп и его напарница Льюис, чтобы в последний момент перейти на сторону восставших жителей города. ОСР намерена избавиться от Робокопа. С этой целью из Японии прибывает терминатор-самурай...;фантастика,боевик,триллер,криминал;6.0
История о невероятной дружбе между чернокожей правозащитницей Энн Атуотер и членом Ку-клукс-клана Клэйборном Эллисом. Они были ожесточёнными противниками, пока не попали в один комитет по решению расового разделения в школе. Давних врагов объединяет забота о будущем своих детей.;драма,биография,история;7.6
Роберт Миллер - харизматичный аферист и гениальный любовник. Он привык к тому, что в постелях его всегда ждут жена и любовница, которые, правда, попеременно закатывают ему скандалы, а огромные деньги делаются просто из воздуха. Но дутый бизнес не может держаться долго. Почуяв провал, он стремится поскорее продать свой хедж-фонд крупному банку, прежде чем раскроются его махинации. Непредвиденные события и нелепые ошибки толкают его на отчаянный шаг...;триллер,драма;6.6
Лос-Анджелес начала 1980-х. Компания молодых людей решает провернуть аферу, благоприятный исход которой сулит огромные деньги. Схема обогащения оказывается жизнеспособной и вместе с тем - смертельной.;триллер,драма,биография;5.8
До последнего года учебы в школе Адаму удаётся выдавать себя за обычного подростка, немного закрытого, но остроумного и интересующегося кулинарией. Все хорошо до одного момента: сложности в семье провоцируют приступ, после которого Адаму предстоит научиться уживаться не только с обозлившимися одноклассниками, но и с галлюцинациями в виде четырех напористых личностей. Помочь справиться с любой проблемой могут любовь и забота. Но как довериться другому человеку, если не можешь верить даже самому себе?;мелодрама;7.2
Жуткий призрак открывает сундук, где лежат комиксы со страшными рассказами. В коротких историях найдётся место американским оборотням, кровожадному пугалу, зомби, хитрому джинну, мстительным призракам и многим другим ужасным монстрам.;ужасы,фэнтези,комедия,фантастика;6.9
Три ведьмы проходят специальное обучение, чтобы помочь американским военным.;фантастика,фэнтези,триллер,драма;7.4
Женщина-врач по ошибке сообщает одному вредному пациенту, что ему осталось жить полтора часа. Стремясь исправить свою адскую оплошность, она устремляется на поиски человека, который решил, пока не поздно, исправить все ошибки, совершенные им в жизни.;драма,комедия;6.2
Частный детектив Стив Форд вынужден поставить на уши весь Лос-Анджелес ради того, чтобы вернуть себе своего похищенного пса.;боевик,комедия;5.8
Неизвестная, скрытая за газетными заголовками и вспышками фотоаппаратов история человека, ставшего рэп-легендой и погибшего в свои 25. Правда о том, как чернокожий выходец из гетто, участник криминальных разборок, неоднократно привлекавшийся к суду и развязавший смертельную войну рекорд-лейблов, становится настоящим голосом улиц и одним из самых влиятельных исполнителей в мировой рэп-культуре.;биография,музыка,драма;6.5
Когда суровый начальник пожарной части Джейк Карсон и его элитная команда опытных пожарных спасают троих детей, оказавшихся на пути наступающего лесного пожара, они быстро понимают, что никакие тренировки не могли подготовить их к самой сложной работе – стать няньками. Не имея возможности найти родителей детей, они сталкиваются с тем, что их жизни, работа и родное пожарное депо стремительно переворачиваются с ног на голову, ведь дети – как и пожары – дикие и непредсказуемые.;комедия,семейный;6.3
Фильм повествует об офицере, чей сын-солдат немотивированно отправляется в самоволку вскоре после возвращения в Штаты из Ирака, и исчезает без следа. Местный полицейский детектив берется помочь офицеру в расследовании...;драма,криминал,детектив;7.1
Один человек спасает другого от прыжка под поезд в Гарлеме. Двое людей с разным прошлым начинают после этого общаться и обмениваться мнениями относительно того, насколько в принципе важна человеческая жизнь.;драма;7.7
Сексуальная блондинка и заядлая тусовщица Кристина Уолтерс решает обучиться хорошим манерам и искусству обольщения мужчин. Однажды она встречает парня своей мечты, но тот, очаровав её, тут же исчезает. Кристина вместе с подругой отправляется на его поиски. Во время этого путешествия она узнает многое о себе и своей жизни.;комедия,мелодрама;6.1
При побеге из лечебницы для душевнобольных, четверо подростков похищают молодую медсестру. В погоню за ними пускается отряд полицейских во главе с техасским рейнджером Хэлом Хартменом, мстительным и беспощадным. Один из беглецов встает на полный трагедий и ужасов путь, который превратит его в маньяка — легенду по имени Кожаное лицо.;ужасы,триллер,криминал;5.2
Бывший бейсболист афро-американского происхождения, теперь собирающий мусор с улиц Питтсбурга, изо всех сил старается обеспечить свою семью в Америке 1950-х, где расовый вопрос все еще остается открытым.;драма;6.9
Джейн недавно потеряла ребёнка. Она хочет начать жизнь с чистого листа и надеется, что «умный» дом, построенный эксцентричным архитектором Эдвардом Монкфордом, поможет ей в этом. Правда, со временем выясняется, что у жилплощади имеется тайна — предыдущая жительница пропала без вести.;триллер,драма,мелодрама;7.2
Три разные истории объединяет ломбард в захолустном городишке. Именно там пересекаются персонажи, казалось бы, разных сюжетных линий.;криминал,комедия,боевик;6.4
Самые известные в мире сказки в современном переложении. Действие волшебных историй про Красную Шапочку, трех поросят и многих других перенесено в современный Нью-Йорк.;триллер,драма;6.9
Когда бывший полицейский становится единственным свидетелем убийства, на него открывается охота. Но втянув в игру его семью, преступник совершает большую ошибку, не предполагая, насколько его соперник действительно опасен.;боевик,триллер,криминал;5.3
Восемь лет назад человечество поразил неизвестный вирус, убивший практически всех женщин на Земле. Мужчина с 12-летней дочерью, у которой оказался иммунитет к заболеванию, путешествует по лесам Северной Америки, лишь при большой надобности приближаясь к городам. Отец всеми силами пытается оградить девочку от опасностей, подстерегающих путников на каждом шагу.;драма,фантастика;6.5
После смерти матери две несовершеннолетние сестры Оливия и Клэр прибывают в дом родной тёти Бет, которая не очень-то рада гостям. 40 лет назад в этом доме нечто убило её младшую сестру, и теперь женщина строго-настрого запрещает девочкам спускаться в подвал. Но ночью голос зовёт младшую Клэр: указывает ей, где найти ключ от подвала, велит подойти к зеркалу и произнести заклинание, чтобы тёмная сущность могла пробраться в этот мир.;ужасы;4.6
Приключения ёжика Соника и его друзей. Соник будет сражаться со своим ненавистным врагом доктором Эггманом, а помогать ему будут неизменные друзья: лисёнок Тейлза, ехидна Наклза, ежиха Эми Роуз и барсучиха Стикс. Также у Соника появятся новые враги, которые будут строить герою новые козни.;мультфильм,фантастика,боевик,комедия,приключения,семейный;6.2
